orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10390,1020,6,2015-12-23 00:00:00.000,2016-01-20 00:00:00.000,2015-12-26 00:00:00.000,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10391,1017,3,2015-12-23 00:00:00.000,2016-01-20 00:00:00.000,2015-12-31 00:00:00.000,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10392,1059,2,2015-12-24 00:00:00.000,2016-01-21 00:00:00.000,2016-01-01 00:00:00.000,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10393,1071,1,2015-12-25 00:00:00.000,2016-01-22 00:00:00.000,2016-01-03 00:00:00.000,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10394,1036,1,2015-12-25 00:00:00.000,2016-01-22 00:00:00.000,2016-01-03 00:00:00.000,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10395,1035,6,2015-12-26 00:00:00.000,2016-01-23 00:00:00.000,2016-01-03 00:00:00.000,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10396,1025,1,2015-12-27 00:00:00.000,2016-01-10 00:00:00.000,2016-01-06 00:00:00.000,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany
10397,1060,5,2015-12-27 00:00:00.000,2016-01-24 00:00:00.000,2016-01-02 00:00:00.000,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10398,1071,2,2015-12-30 00:00:00.000,2016-01-27 00:00:00.000,2016-01-09 00:00:00.000,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10399,1083,8,2015-12-31 00:00:00.000,2016-01-14 00:00:00.000,2016-01-08 00:00:00.000,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10400,1019,1,2016-01-01 00:00:00.000,2016-01-29 00:00:00.000,2016-01-16 00:00:00.000,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK
10401,1065,1,2016-01-01 00:00:00.000,2016-01-29 00:00:00.000,2016-01-10 00:00:00.000,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10402,1020,8,2016-01-02 00:00:00.000,2016-02-13 00:00:00.000,2016-01-10 00:00:00.000,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10403,1020,4,2016-01-03 00:00:00.000,2016-01-31 00:00:00.000,2016-01-09 00:00:00.000,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10404,1049,2,2016-01-03 00:00:00.000,2016-01-31 00:00:00.000,2016-01-08 00:00:00.000,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10405,1047,1,2016-01-06 00:00:00.000,2016-02-03 00:00:00.000,2016-01-22 00:00:00.000,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10406,1062,7,2016-01-07 00:00:00.000,2016-02-18 00:00:00.000,2016-01-13 00:00:00.000,1,108.04,Queen Cozinha,Alameda dos Canàrios, 891,Sao Paulo,SP,05487-020,Brazil
10407,1056,2,2016-01-07 00:00:00.000,2016-02-04 00:00:00.000,2016-01-30 00:00:00.000,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10408,1023,8,2016-01-08 00:00:00.000,2016-02-05 00:00:00.000,2016-01-14 00:00:00.000,1,11.26,Folies gourmandes,184, chaussée de Tournai,Lille,,59000,France
10409,1054,3,2016-01-09 00:00:00.000,2016-02-06 00:00:00.000,2016-01-14 00:00:00.000,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10410,1010,3,2016-01-10 00:00:00.000,2016-02-07 00:00:00.000,2016-01-15 00:00:00.000,3,2.40,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,1010,9,2016-01-10 00:00:00.000,2016-02-07 00:00:00.000,2016-01-21 00:00:00.000,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10412,1087,8,2016-01-13 00:00:00.000,2016-02-10 00:00:00.000,2016-01-15 00:00:00.000,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10413,1041,3,2016-01-14 00:00:00.000,2016-02-11 00:00:00.000,2016-01-16 00:00:00.000,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10414,1021,2,2016-01-14 00:00:00.000,2016-02-11 00:00:00.000,2016-01-17 00:00:00.000,3,21.48,Familia Arquibaldo,Rua Orós, 92,Sao Paulo,SP,05442-030,Brazil
10415,1036,3,2016-01-15 00:00:00.000,2016-02-12 00:00:00.000,2016-01-24 00:00:00.000,1,0.20,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10416,1087,8,2016-01-16 00:00:00.000,2016-02-13 00:00:00.000,2016-01-27 00:00:00.000,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10417,1073,4,2016-01-16 00:00:00.000,2016-02-13 00:00:00.000,2016-01-28 00:00:00.000,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10418,1063,4,2016-01-17 00:00:00.000,2016-02-14 00:00:00.000,2016-01-24 00:00:00.000,1,17.55,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10419,1068,4,2016-01-20 00:00:00.000,2016-02-17 00:00:00.000,2016-01-30 00:00:00.000,2,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10420,1088,3,2016-01-21 00:00:00.000,2016-02-18 00:00:00.000,2016-01-27 00:00:00.000,1,44.12,Wellington Importadora,Rua do Mercado, 12,Resende,SP,08737-363,Brazil
10421,1061,8,2016-01-21 00:00:00.000,2016-03-04 00:00:00.000,2016-01-27 00:00:00.000,1,99.23,Que Delícia,Rua da Panificadora, 12,Rio de Janeiro,RJ,02389-673,Brazil
10422,1027,2,2016-01-22 00:00:00.000,2016-02-19 00:00:00.000,2016-01-31 00:00:00.000,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10423,1031,6,2016-01-23 00:00:00.000,2016-02-06 00:00:00.000,2016-02-24 00:00:00.000,3,24.50,Gourmet Lanchonetes,Av. Brasil, 442,Campinas,SP,04876-786,Brazil
10424,1051,7,2016-01-23 00:00:00.000,2016-02-20 00:00:00.000,2016-01-27 00:00:00.000,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,1041,6,2016-01-24 00:00:00.000,2016-02-21 00:00:00.000,2016-02-14 00:00:00.000,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10426,1029,4,2016-01-27 00:00:00.000,2016-02-24 00:00:00.000,2016-02-06 00:00:00.000,1,18.69,Galería del gastronómo,Rambla de Cataluña, 23,Barcelona,,8022,Spain
10427,1059,4,2016-01-27 00:00:00.000,2016-02-24 00:00:00.000,2016-03-03 00:00:00.000,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10428,1066,7,2016-01-28 00:00:00.000,2016-02-25 00:00:00.000,2016-02-04 00:00:00.000,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10429,1037,3,2016-01-29 00:00:00.000,2016-03-12 00:00:00.000,2016-02-07 00:00:00.000,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10430,1020,4,2016-01-30 00:00:00.000,2016-02-13 00:00:00.000,2016-02-03 00:00:00.000,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,1010,4,2016-01-30 00:00:00.000,2016-02-13 00:00:00.000,2016-02-07 00:00:00.000,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,1075,3,2016-01-31 00:00:00.000,2016-02-14 00:00:00.000,2016-02-07 00:00:00.000,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,1060,3,2016-02-03 00:00:00.000,2016-03-03 00:00:00.000,2016-03-04 00:00:00.000,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10434,1024,3,2016-02-03 00:00:00.000,2016-03-03 00:00:00.000,2016-02-13 00:00:00.000,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10435,1016,8,2016-02-04 00:00:00.000,2016-03-18 00:00:00.000,2016-02-07 00:00:00.000,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10436,1007,3,2016-02-05 00:00:00.000,2016-03-05 00:00:00.000,2016-02-11 00:00:00.000,2,156.66,Blondel père et fils,24, place Kléber,Strasbourg,,67000,France
10437,1087,8,2016-02-05 00:00:00.000,2016-03-05 00:00:00.000,2016-02-12 00:00:00.000,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10438,1079,3,2016-02-06 00:00:00.000,2016-03-06 00:00:00.000,2016-02-14 00:00:00.000,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10439,1051,6,2016-02-07 00:00:00.000,2016-03-07 00:00:00.000,2016-02-10 00:00:00.000,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10440,1071,4,2016-02-10 00:00:00.000,2016-03-10 00:00:00.000,2016-02-28 00:00:00.000,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,1055,3,2016-02-10 00:00:00.000,2016-03-24 00:00:00.000,2016-03-14 00:00:00.000,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,1020,3,2016-02-11 00:00:00.000,2016-03-11 00:00:00.000,2016-02-18 00:00:00.000,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10443,1066,8,2016-02-12 00:00:00.000,2016-03-12 00:00:00.000,2016-02-14 00:00:00.000,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10444,1005,3,2016-02-12 00:00:00.000,2016-03-12 00:00:00.000,2016-02-21 00:00:00.000,3,3.50,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10445,1005,3,2016-02-13 00:00:00.000,2016-03-13 00:00:00.000,2016-02-20 00:00:00.000,1,9.30,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10446,1079,6,2016-02-14 00:00:00.000,2016-03-14 00:00:00.000,2016-02-19 00:00:00.000,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10447,1067,4,2016-02-14 00:00:00.000,2016-03-14 00:00:00.000,2016-03-07 00:00:00.000,2,68.66,Ricardo Adocicados,Av. Copacabana, 267,Rio de Janeiro,RJ,02389-890,Brazil
10448,1064,4,2016-02-17 00:00:00.000,2016-03-17 00:00:00.000,2016-02-24 00:00:00.000,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10449,1007,3,2016-02-18 00:00:00.000,2016-03-18 00:00:00.000,2016-02-27 00:00:00.000,2,53.30,Blondel père et fils,24, place Kléber,Strasbourg,,67000,France
10450,1084,8,2016-02-19 00:00:00.000,2016-03-19 00:00:00.000,2016-03-11 00:00:00.000,2,7.23,Victuailles en stock,2, rue du Commerce,Lyon,,69004,France
10451,1063,4,2016-02-19 00:00:00.000,2016-03-05 00:00:00.000,2016-03-12 00:00:00.000,3,189.09,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10452,1071,8,2016-02-20 00:00:00.000,2016-03-20 00:00:00.000,2016-02-26 00:00:00.000,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,1004,1,2016-02-21 00:00:00.000,2016-03-21 00:00:00.000,2016-02-26 00:00:00.000,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,1041,4,2016-02-21 00:00:00.000,2016-03-21 00:00:00.000,2016-02-25 00:00:00.000,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10455,1087,8,2016-02-24 00:00:00.000,2016-04-07 00:00:00.000,2016-03-03 00:00:00.000,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10456,1039,8,2016-02-25 00:00:00.000,2016-04-08 00:00:00.000,2016-02-28 00:00:00.000,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10457,1039,2,2016-02-25 00:00:00.000,2016-03-25 00:00:00.000,2016-03-03 00:00:00.000,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10458,1076,7,2016-02-26 00:00:00.000,2016-03-26 00:00:00.000,2016-03-04 00:00:00.000,3,147.06,Suprêmes délices,Boulevard Tirou, 255,Charleroi,,B-6000,Belgium
10459,1084,4,2016-02-27 00:00:00.000,2016-03-27 00:00:00.000,2016-02-28 00:00:00.000,2,25.09,Victuailles en stock,2, rue du Commerce,Lyon,,69004,France
10460,1024,8,2016-02-28 00:00:00.000,2016-03-28 00:00:00.000,2016-03-03 00:00:00.000,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10461,1046,1,2016-02-28 00:00:00.000,2016-03-28 00:00:00.000,2016-03-05 00:00:00.000,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,1016,2,2016-03-03 00:00:00.000,2016-03-31 00:00:00.000,2016-03-18 00:00:00.000,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10463,1076,5,2016-03-04 00:00:00.000,2016-04-01 00:00:00.000,2016-03-06 00:00:00.000,3,14.78,Suprêmes délices,Boulevard Tirou, 255,Charleroi,,B-6000,Belgium
10464,1028,4,2016-03-04 00:00:00.000,2016-04-01 00:00:00.000,2016-03-14 00:00:00.000,2,89.00,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10465,1083,1,2016-03-05 00:00:00.000,2016-04-02 00:00:00.000,2016-03-14 00:00:00.000,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10466,1015,4,2016-03-06 00:00:00.000,2016-04-03 00:00:00.000,2016-03-13 00:00:00.000,1,11.93,Comércio Mineiro,Av. dos Lusíadas, 23,Sao Paulo,SP,05432-043,Brazil
10467,1049,8,2016-03-06 00:00:00.000,2016-04-03 00:00:00.000,2016-03-11 00:00:00.000,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10468,1039,3,2016-03-07 00:00:00.000,2016-04-04 00:00:00.000,2016-03-12 00:00:00.000,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10469,1089,1,2016-03-10 00:00:00.000,2016-04-07 00:00:00.000,2016-03-14 00:00:00.000,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,1009,4,2016-03-11 00:00:00.000,2016-04-08 00:00:00.000,2016-03-14 00:00:00.000,2,64.56,Bon app',12, rue des Bouchers,Marseille,,13008,France
10471,1011,2,2016-03-11 00:00:00.000,2016-04-08 00:00:00.000,2016-03-18 00:00:00.000,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10472,1072,8,2016-03-12 00:00:00.000,2016-04-09 00:00:00.000,2016-03-19 00:00:00.000,1,4.20,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10473,1038,1,2016-03-13 00:00:00.000,2016-03-27 00:00:00.000,2016-03-21 00:00:00.000,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,1058,5,2016-03-13 00:00:00.000,2016-04-10 00:00:00.000,2016-03-21 00:00:00.000,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10475,1076,9,2016-03-14 00:00:00.000,2016-04-11 00:00:00.000,2016-04-04 00:00:00.000,1,68.52,Suprêmes délices,Boulevard Tirou, 255,Charleroi,,B-6000,Belgium
10476,1035,8,2016-03-17 00:00:00.000,2016-04-14 00:00:00.000,2016-03-24 00:00:00.000,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,1060,5,2016-03-17 00:00:00.000,2016-04-14 00:00:00.000,2016-03-25 00:00:00.000,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10478,1084,2,2016-03-18 00:00:00.000,2016-04-01 00:00:00.000,2016-03-26 00:00:00.000,3,4.81,Victuailles en stock,2, rue du Commerce,Lyon,,69004,France
10479,1065,3,2016-03-19 00:00:00.000,2016-04-16 00:00:00.000,2016-03-21 00:00:00.000,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,1023,6,2016-03-20 00:00:00.000,2016-04-17 00:00:00.000,2016-03-24 00:00:00.000,2,1.35,Folies gourmandes,184, chaussée de Tournai,Lille,,59000,France
10481,1067,8,2016-03-20 00:00:00.000,2016-04-17 00:00:00.000,2016-03-25 00:00:00.000,2,64.33,Ricardo Adocicados,Av. Copacabana, 267,Rio de Janeiro,RJ,02389-890,Brazil
10482,1043,1,2016-03-21 00:00:00.000,2016-04-18 00:00:00.000,2016-04-10 00:00:00.000,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,1089,7,2016-03-24 00:00:00.000,2016-04-21 00:00:00.000,2016-04-25 00:00:00.000,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,1011,3,2016-03-24 00:00:00.000,2016-04-21 00:00:00.000,2016-04-01 00:00:00.000,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10485,1047,4,2016-03-25 00:00:00.000,2016-04-08 00:00:00.000,2016-03-31 00:00:00.000,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,1035,1,2016-03-26 00:00:00.000,2016-04-23 00:00:00.000,2016-04-02 00:00:00.000,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,1062,2,2016-03-26 00:00:00.000,2016-04-23 00:00:00.000,2016-03-28 00:00:00.000,2,71.07,Queen Cozinha,Alameda dos Canàrios, 891,Sao Paulo,SP,05487-020,Brazil
10488,1025,8,2016-03-27 00:00:00.000,2016-04-24 00:00:00.000,2016-04-02 00:00:00.000,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany
10489,1059,6,2016-03-28 00:00:00.000,2016-04-25 00:00:00.000,2016-04-09 00:00:00.000,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10490,1035,7,2016-03-31 00:00:00.000,2016-04-28 00:00:00.000,2016-04-03 00:00:00.000,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10491,1028,8,2016-03-31 00:00:00.000,2016-04-28 00:00:00.000,2016-04-08 00:00:00.000,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10492,1010,3,2016-04-01 00:00:00.000,2016-04-29 00:00:00.000,2016-04-11 00:00:00.000,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,1041,4,2016-04-02 00:00:00.000,2016-04-30 00:00:00.000,2016-04-10 00:00:00.000,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10494,1015,4,2016-04-02 00:00:00.000,2016-04-30 00:00:00.000,2016-04-09 00:00:00.000,2,65.99,Comércio Mineiro,Av. dos Lusíadas, 23,Sao Paulo,SP,05432-043,Brazil
10495,1042,3,2016-04-03 00:00:00.000,2016-05-01 00:00:00.000,2016-04-11 00:00:00.000,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,1081,7,2016-04-04 00:00:00.000,2016-05-02 00:00:00.000,2016-04-07 00:00:00.000,2,46.77,Tradiçao Hipermercados,Av. Inês de Castro, 414,Sao Paulo,SP,05634-030,Brazil
10497,1044,7,2016-04-04 00:00:00.000,2016-05-02 00:00:00.000,2016-04-07 00:00:00.000,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10498,1035,8,2016-04-07 00:00:00.000,2016-05-05 00:00:00.000,2016-04-11 00:00:00.000,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10499,1046,4,2016-04-08 00:00:00.000,2016-05-06 00:00:00.000,2016-04-16 00:00:00.000,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,1041,6,2016-04-09 00:00:00.000,2016-05-07 00:00:00.000,2016-04-17 00:00:00.000,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10501,1006,9,2016-04-09 00:00:00.000,2016-05-07 00:00:00.000,2016-04-16 00:00:00.000,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10502,1058,2,2016-04-10 00:00:00.000,2016-05-08 00:00:00.000,2016-04-29 00:00:00.000,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10503,1037,6,2016-04-11 00:00:00.000,2016-05-09 00:00:00.000,2016-04-16 00:00:00.000,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10504,1089,4,2016-04-11 00:00:00.000,2016-05-09 00:00:00.000,2016-04-18 00:00:00.000,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10505,1051,3,2016-04-14 00:00:00.000,2016-05-12 00:00:00.000,2016-04-21 00:00:00.000,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10506,1039,9,2016-04-15 00:00:00.000,2016-05-13 00:00:00.000,2016-05-02 00:00:00.000,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10507,1003,7,2016-04-15 00:00:00.000,2016-05-13 00:00:00.000,2016-04-22 00:00:00.000,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10508,1056,1,2016-04-16 00:00:00.000,2016-05-14 00:00:00.000,2016-05-13 00:00:00.000,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10509,1006,4,2016-04-17 00:00:00.000,2016-05-15 00:00:00.000,2016-04-29 00:00:00.000,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10510,1071,6,2016-04-18 00:00:00.000,2016-05-16 00:00:00.000,2016-04-28 00:00:00.000,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,1009,4,2016-04-18 00:00:00.000,2016-05-16 00:00:00.000,2016-04-21 00:00:00.000,3,350.64,Bon app',12, rue des Bouchers,Marseille,,13008,France
10512,1021,7,2016-04-21 00:00:00.000,2016-05-19 00:00:00.000,2016-04-24 00:00:00.000,2,3.53,Familia Arquibaldo,Rua Orós, 92,Sao Paulo,SP,05442-030,Brazil
10513,1086,7,2016-04-22 00:00:00.000,2016-06-03 00:00:00.000,2016-04-28 00:00:00.000,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10514,1020,3,2016-04-22 00:00:00.000,2016-05-20 00:00:00.000,2016-05-16 00:00:00.000,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10515,1063,2,2016-04-23 00:00:00.000,2016-05-07 00:00:00.000,2016-05-23 00:00:00.000,1,204.47,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10516,1037,2,2016-04-24 00:00:00.000,2016-05-22 00:00:00.000,2016-05-01 00:00:00.000,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10517,1053,3,2016-04-24 00:00:00.000,2016-05-22 00:00:00.000,2016-04-29 00:00:00.000,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10518,1080,4,2016-04-25 00:00:00.000,2016-05-09 00:00:00.000,2016-05-05 00:00:00.000,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10519,1014,6,2016-04-28 00:00:00.000,2016-05-26 00:00:00.000,2016-05-01 00:00:00.000,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10520,1070,7,2016-04-29 00:00:00.000,2016-05-27 00:00:00.000,2016-05-01 00:00:00.000,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10521,1012,8,2016-04-29 00:00:00.000,2016-05-27 00:00:00.000,2016-05-02 00:00:00.000,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10522,1044,4,2016-04-30 00:00:00.000,2016-05-28 00:00:00.000,2016-05-06 00:00:00.000,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10523,1072,7,2016-05-01 00:00:00.000,2016-05-29 00:00:00.000,2016-05-30 00:00:00.000,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10524,1005,1,2016-05-01 00:00:00.000,2016-05-29 00:00:00.000,2016-05-07 00:00:00.000,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10525,1009,1,2016-05-02 00:00:00.000,2016-05-30 00:00:00.000,2016-05-23 00:00:00.000,2,11.06,Bon app',12, rue des Bouchers,Marseille,,13008,France
10526,1087,4,2016-05-05 00:00:00.000,2016-06-02 00:00:00.000,2016-05-15 00:00:00.000,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10527,1063,7,2016-05-05 00:00:00.000,2016-06-02 00:00:00.000,2016-05-07 00:00:00.000,1,41.90,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10528,1032,6,2016-05-06 00:00:00.000,2016-05-20 00:00:00.000,2016-05-09 00:00:00.000,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,1050,5,2016-05-07 00:00:00.000,2016-06-04 00:00:00.000,2016-05-09 00:00:00.000,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10530,1059,3,2016-05-08 00:00:00.000,2016-06-05 00:00:00.000,2016-05-12 00:00:00.000,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10531,1054,7,2016-05-08 00:00:00.000,2016-06-05 00:00:00.000,2016-05-19 00:00:00.000,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
